phase,source_url,image_url,source_file,alt,width,height,loading,format,bytes,exists,srcset,sizes,responsive_candidates,responsive_missing,issues
baseline,https://kujolang.ai/ecosystem/skills/kujo-packwrite-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-patchbrief-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-patchbrief-workflows/,https://kujolang.ai/images/skill-kujo-patchbrief-workflows-bae912ee3693.webp,images/skill-kujo-patchbrief-workflows-bae912ee3693.webp,Featured image for Kujo PatchBrief,1916,821,eager,webp,20520,True,"../../../images/skill-kujo-patchbrief-workflows-bae912ee3693-640.webp 640w, ../../../images/skill-kujo-patchbrief-workflows-bae912ee3693-960.webp 960w, ../../../images/skill-kujo-patchbrief-workflows-bae912ee3693-1280.webp 1280w, ../../../images/skill-kujo-patchbrief-workflows-bae912ee3693.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-patchbrief-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-presswire-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-presswire-workflows/,https://kujolang.ai/images/skill-kujo-presswire-workflows-e5cc0f516344.webp,images/skill-kujo-presswire-workflows-e5cc0f516344.webp,Featured image for Kujo PressWire,1916,821,eager,webp,32940,True,"../../../images/skill-kujo-presswire-workflows-e5cc0f516344-640.webp 640w, ../../../images/skill-kujo-presswire-workflows-e5cc0f516344-960.webp 960w, ../../../images/skill-kujo-presswire-workflows-e5cc0f516344-1280.webp 1280w, ../../../images/skill-kujo-presswire-workflows-e5cc0f516344.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-presswire-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-publishing-house-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-publishing-house-workflows/,https://kujolang.ai/images/skill-kujo-publishing-house-workflows-d36217dfc5a6.webp,images/skill-kujo-publishing-house-workflows-d36217dfc5a6.webp,Featured image for Kujo Publishing House,1916,821,eager,webp,30632,True,"../../../images/skill-kujo-publishing-house-workflows-d36217dfc5a6-640.webp 640w, ../../../images/skill-kujo-publishing-house-workflows-d36217dfc5a6-960.webp 960w, ../../../images/skill-kujo-publishing-house-workflows-d36217dfc5a6-1280.webp 1280w, ../../../images/skill-kujo-publishing-house-workflows-d36217dfc5a6.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-publishing-house-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-rag-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-rag-workflows/,https://kujolang.ai/images/skill-kujo-rag-workflows-19d5ef9c0c2d.webp,images/skill-kujo-rag-workflows-19d5ef9c0c2d.webp,Featured image for Kujo RAG,1916,821,eager,webp,33282,True,"../../../images/skill-kujo-rag-workflows-19d5ef9c0c2d-640.webp 640w, ../../../images/skill-kujo-rag-workflows-19d5ef9c0c2d-960.webp 960w, ../../../images/skill-kujo-rag-workflows-19d5ef9c0c2d-1280.webp 1280w, ../../../images/skill-kujo-rag-workflows-19d5ef9c0c2d.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-rag-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-readersignal-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-readersignal-workflows/,https://kujolang.ai/images/skill-kujo-readersignal-workflows-01f209d13f92.webp,images/skill-kujo-readersignal-workflows-01f209d13f92.webp,Featured image for Kujo ReaderSignal,1916,821,eager,webp,23730,True,"../../../images/skill-kujo-readersignal-workflows-01f209d13f92-640.webp 640w, ../../../images/skill-kujo-readersignal-workflows-01f209d13f92-960.webp 960w, ../../../images/skill-kujo-readersignal-workflows-01f209d13f92-1280.webp 1280w, ../../../images/skill-kujo-readersignal-workflows-01f209d13f92.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-readersignal-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-readiness-auditor/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-readiness-auditor/,https://kujolang.ai/images/skill-kujo-readiness-auditor-52e8798dffd4.webp,images/skill-kujo-readiness-auditor-52e8798dffd4.webp,Featured image for Kujo Readiness Auditor,1916,821,eager,webp,21158,True,"../../../images/skill-kujo-readiness-auditor-52e8798dffd4-640.webp 640w, ../../../images/skill-kujo-readiness-auditor-52e8798dffd4-960.webp 960w, ../../../images/skill-kujo-readiness-auditor-52e8798dffd4-1280.webp 1280w, ../../../images/skill-kujo-readiness-auditor-52e8798dffd4.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-readiness-auditor/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-redact-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-redact-workflows/,https://kujolang.ai/images/skill-kujo-redact-workflows-cb6be6365444.webp,images/skill-kujo-redact-workflows-cb6be6365444.webp,Featured image for Kujo Redact,1916,821,eager,webp,29942,True,"../../../images/skill-kujo-redact-workflows-cb6be6365444-640.webp 640w, ../../../images/skill-kujo-redact-workflows-cb6be6365444-960.webp 960w, ../../../images/skill-kujo-redact-workflows-cb6be6365444-1280.webp 1280w, ../../../images/skill-kujo-redact-workflows-cb6be6365444.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-redact-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-relay-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-relay-workflows/,https://kujolang.ai/images/skill-kujo-relay-workflows-da76fc81e386.webp,images/skill-kujo-relay-workflows-da76fc81e386.webp,Featured image for Kujo Relay,1916,821,eager,webp,22174,True,"../../../images/skill-kujo-relay-workflows-da76fc81e386-640.webp 640w, ../../../images/skill-kujo-relay-workflows-da76fc81e386-960.webp 960w, ../../../images/skill-kujo-relay-workflows-da76fc81e386-1280.webp 1280w, ../../../images/skill-kujo-relay-workflows-da76fc81e386.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-relay-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-release-gate-runner/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-release-gate-runner/,https://kujolang.ai/images/skill-kujo-release-gate-runner-a78efcc6b0f1.webp,images/skill-kujo-release-gate-runner-a78efcc6b0f1.webp,Featured image for Kujo Release Gate Runner,1916,821,eager,webp,26042,True,"../../../images/skill-kujo-release-gate-runner-a78efcc6b0f1-640.webp 640w, ../../../images/skill-kujo-release-gate-runner-a78efcc6b0f1-960.webp 960w, ../../../images/skill-kujo-release-gate-runner-a78efcc6b0f1-1280.webp 1280w, ../../../images/skill-kujo-release-gate-runner-a78efcc6b0f1.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-release-gate-runner/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-runledger-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-runledger-workflows/,https://kujolang.ai/images/skill-kujo-runledger-workflows-4b7d6069280d.webp,images/skill-kujo-runledger-workflows-4b7d6069280d.webp,Featured image for Kujo RunLedger,1916,821,eager,webp,23782,True,"../../../images/skill-kujo-runledger-workflows-4b7d6069280d-640.webp 640w, ../../../images/skill-kujo-runledger-workflows-4b7d6069280d-960.webp 960w, ../../../images/skill-kujo-runledger-workflows-4b7d6069280d-1280.webp 1280w, ../../../images/skill-kujo-runledger-workflows-4b7d6069280d.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-runledger-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-runtime-parity/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-runtime-parity/,https://kujolang.ai/images/skill-kujo-runtime-parity-32a1df958daa.webp,images/skill-kujo-runtime-parity-32a1df958daa.webp,Featured image for Kujo Runtime Parity,1916,821,eager,webp,25870,True,"../../../images/skill-kujo-runtime-parity-32a1df958daa-640.webp 640w, ../../../images/skill-kujo-runtime-parity-32a1df958daa-960.webp 960w, ../../../images/skill-kujo-runtime-parity-32a1df958daa-1280.webp 1280w, ../../../images/skill-kujo-runtime-parity-32a1df958daa.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-runtime-parity/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-scent-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-scent-workflows/,https://kujolang.ai/images/skill-kujo-scent-workflows-467147f3451c.webp,images/skill-kujo-scent-workflows-467147f3451c.webp,Featured image for Kujo Scent,1916,821,eager,webp,28920,True,"../../../images/skill-kujo-scent-workflows-467147f3451c-640.webp 640w, ../../../images/skill-kujo-scent-workflows-467147f3451c-960.webp 960w, ../../../images/skill-kujo-scent-workflows-467147f3451c-1280.webp 1280w, ../../../images/skill-kujo-scent-workflows-467147f3451c.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-scent-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-scout-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-scout-workflows/,https://kujolang.ai/images/skill-kujo-scout-workflows-a4f9e5895026.webp,images/skill-kujo-scout-workflows-a4f9e5895026.webp,Featured image for Kujo Scout,1916,821,eager,webp,20216,True,"../../../images/skill-kujo-scout-workflows-a4f9e5895026-640.webp 640w, ../../../images/skill-kujo-scout-workflows-a4f9e5895026-960.webp 960w, ../../../images/skill-kujo-scout-workflows-a4f9e5895026-1280.webp 1280w, ../../../images/skill-kujo-scout-workflows-a4f9e5895026.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-scout-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-searchbridge-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-searchbridge-workflows/,https://kujolang.ai/images/skill-kujo-searchbridge-workflows-9638a392ba85.webp,images/skill-kujo-searchbridge-workflows-9638a392ba85.webp,Featured image for Kujo Searchbridge,1916,821,eager,webp,23686,True,"../../../images/skill-kujo-searchbridge-workflows-9638a392ba85-640.webp 640w, ../../../images/skill-kujo-searchbridge-workflows-9638a392ba85-960.webp 960w, ../../../images/skill-kujo-searchbridge-workflows-9638a392ba85-1280.webp 1280w, ../../../images/skill-kujo-searchbridge-workflows-9638a392ba85.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-searchbridge-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-security-hardening/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-security-hardening/,https://kujolang.ai/images/skill-kujo-security-hardening-28ceb2066735.webp,images/skill-kujo-security-hardening-28ceb2066735.webp,Featured image for Kujo Security Hardening,1916,821,eager,webp,39422,True,"../../../images/skill-kujo-security-hardening-28ceb2066735-640.webp 640w, ../../../images/skill-kujo-security-hardening-28ceb2066735-960.webp 960w, ../../../images/skill-kujo-security-hardening-28ceb2066735-1280.webp 1280w, ../../../images/skill-kujo-security-hardening-28ceb2066735.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-security-hardening/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-shipcheck-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-shipcheck-workflows/,https://kujolang.ai/images/skill-kujo-shipcheck-workflows-333b61e52412.webp,images/skill-kujo-shipcheck-workflows-333b61e52412.webp,Featured image for Kujo ShipCheck,1916,821,eager,webp,25544,True,"../../../images/skill-kujo-shipcheck-workflows-333b61e52412-640.webp 640w, ../../../images/skill-kujo-shipcheck-workflows-333b61e52412-960.webp 960w, ../../../images/skill-kujo-shipcheck-workflows-333b61e52412-1280.webp 1280w, ../../../images/skill-kujo-shipcheck-workflows-333b61e52412.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-shipcheck-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-site-kit-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-site-kit-workflows/,https://kujolang.ai/images/skill-kujo-site-kit-workflows-756dee6e9377.webp,images/skill-kujo-site-kit-workflows-756dee6e9377.webp,Featured image for Kujo SiteKit Repository,1916,821,eager,webp,24974,True,"../../../images/skill-kujo-site-kit-workflows-756dee6e9377-640.webp 640w, ../../../images/skill-kujo-site-kit-workflows-756dee6e9377-960.webp 960w, ../../../images/skill-kujo-site-kit-workflows-756dee6e9377-1280.webp 1280w, ../../../images/skill-kujo-site-kit-workflows-756dee6e9377.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-site-kit-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-sitekit-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-sitekit-workflows/,https://kujolang.ai/images/skill-kujo-sitekit-workflows-56ae71e7d60a.webp,images/skill-kujo-sitekit-workflows-56ae71e7d60a.webp,Featured image for Kujo SiteKit,1916,821,eager,webp,26072,True,"../../../images/skill-kujo-sitekit-workflows-56ae71e7d60a-640.webp 640w, ../../../images/skill-kujo-sitekit-workflows-56ae71e7d60a-960.webp 960w, ../../../images/skill-kujo-sitekit-workflows-56ae71e7d60a-1280.webp 1280w, ../../../images/skill-kujo-sitekit-workflows-56ae71e7d60a.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-sitekit-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-siteprobe-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
